settlement_id,order_id,amount,settlement_date,reference_number,status,fees,gst,tds
SET-ADV-0030,ORD-ADV-0030,19965.0,2026-08-02,UTR-ADV-00304733,settled,0.0,0.0,0.0
SET-ADV-0031,ORD-ADV-0031,16256.0,2026-08-03,UTR-ADV-00312307,settled,0.0,0.0,0.0
SET-ADV-0032,ORD-ADV-0032,25911.0,2026-08-04,UTR-ADV-00322654,settled,0.0,0.0,0.0
SET-ADV-0033,ORD-ADV-0033,30714.0,2026-08-05,UTR-ADV-00335554,settled,0.0,0.0,0.0
SET-ADV-0034,ORD-ADV-0034,11659.0,2026-08-06,UTR-ADV-00346977,settled,0.0,0.0,0.0
SET-ADV-0035,ORD-ADV-0035,24283.0,2026-08-07,UTR-ADV-00357065,settled,0.0,0.0,0.0
SET-ADV-0036,ORD-ADV-0036,44920.0,2026-08-08,UTR-ADV-00364432,settled,0.0,0.0,0.0
SET-ADV-0037,ORD-ADV-0037,46994.0,2026-08-09,UTR-ADV-00375374,settled,0.0,0.0,0.0
SET-ADV-0038,ORD-ADV-0038,40920.0,2026-08-10,UTR-ADV-00382169,settled,0.0,0.0,0.0
SET-ADV-0039,ORD-ADV-0039,36005.0,2026-08-11,UTR-ADV-00393803,settled,0.0,0.0,0.0
SET-ADV-0040,ORD-ADV-0040,11708.0,2026-08-12,UTR-ADV-00405010,settled,0.0,0.0,0.0
SET-ADV-0041,ORD-ADV-0041,25867.0,2026-08-13,UTR-ADV-00418573,settled,0.0,0.0,0.0
SET-ADV-0042,ORD-ADV-0042,42943.0,2026-08-14,UTR-ADV-00425422,settled,0.0,0.0,0.0
SET-ADV-0043,ORD-ADV-0043,45866.0,2026-08-15,UTR-ADV-00434598,settled,0.0,0.0,0.0
SET-ADV-0044,ORD-ADV-0044,4665.0,2026-08-16,UTR-ADV-00446313,settled,0.0,0.0,0.0
SET-ADV-0045,ORD-ADV-0045,3103.0,2026-08-02,UTR-ADV-00454752,settled,0.0,0.0,0.0
SET-ADV-0046,ORD-ADV-0046,27290.0,2026-08-03,UTR-ADV-00466168,settled,0.0,0.0,0.0
SET-ADV-0047,ORD-ADV-0047,5337.0,2026-08-04,UTR-ADV-00475386,settled,0.0,0.0,0.0
SET-ADV-0048,ORD-ADV-0048,38170.0,2026-08-05,UTR-ADV-00484456,settled,0.0,0.0,0.0
SET-ADV-0049,ORD-ADV-0049,14934.0,2026-08-06,UTR-ADV-00496155,settled,0.0,0.0,0.0
SET-ADV-0050,ORD-ADV-0050,26928.0,2026-08-07,UTR-ADV-00509179,settled,0.0,0.0,0.0
SET-ADV-0051,ORD-ADV-0051,10363.0,2026-08-08,UTR-ADV-00518517,settled,0.0,0.0,0.0
SET-ADV-0052,ORD-ADV-0052,10150.0,2026-08-09,UTR-ADV-00525339,settled,0.0,0.0,0.0
SET-ADV-0053,ORD-ADV-0053,49823.0,2026-08-10,UTR-ADV-00535040,settled,0.0,0.0,0.0
SET-ADV-0054,ORD-ADV-0054,18219.0,2026-08-11,UTR-ADV-00549830,settled,0.0,0.0,0.0
SET-ADV-0055,ORD-ADV-0055,39242.0,2026-08-12,UTR-ADV-00558019,settled,0.0,0.0,0.0
SET-ADV-0056,ORD-ADV-0056,24723.0,2026-08-13,UTR-ADV-00567543,settled,0.0,0.0,0.0
SET-ADV-0057,ORD-ADV-0057,10065.0,2026-08-14,UTR-ADV-00574593,settled,0.0,0.0,0.0
SET-ADV-0058,ORD-ADV-0058,33343.0,2026-08-15,UTR-ADV-00589348,settled,0.0,0.0,0.0
SET-ADV-0059,ORD-ADV-0059,4087.0,2026-08-16,UTR-ADV-00592489,settled,0.0,0.0,0.0
SET-ADV-0060,ORD-ADV-0060,11016.0,2026-08-02,UTR-ADV-00602796,settled,0.0,0.0,0.0
SET-ADV-0061,ORD-ADV-0061,44063.97,2026-08-03,UTR-ADV-00613621,settled,911.92,164.15,455.96
SET-ADV-0062,ORD-ADV-0062,38739.11,2026-08-04,UTR-ADV-00627916,settled,801.72,144.31,400.86
SET-ADV-0063,ORD-ADV-0063,25335.14,2026-08-05,UTR-ADV-00632040,settled,524.32,94.38,262.16
SET-ADV-0064,ORD-ADV-0064,38706.25,2026-08-06,UTR-ADV-00647252,settled,801.04,144.19,400.52
SET-ADV-0065,ORD-ADV-0065,34477.29,2026-08-07,UTR-ADV-00658668,settled,713.52,128.43,356.76
SET-ADV-0066,ORD-ADV-0066,36004.2,2026-08-08,UTR-ADV-00665119,settled,745.12,134.12,372.56
SET-ADV-0067,ORD-ADV-0067,44051.41,2026-08-09,UTR-ADV-00671188,settled,911.66,164.1,455.83
SET-ADV-0068,ORD-ADV-0068,44141.29,2026-08-10,UTR-ADV-00682876,settled,913.52,164.43,456.76
SET-ADV-0069,ORD-ADV-0069,17864.87,2026-08-11,UTR-ADV-00699797,settled,369.72,66.55,184.86
SET-ADV-0070,ORD-ADV-0070,8030.78,2026-08-12,UTR-ADV-00706573,settled,166.2,29.92,83.1
SET-ADV-0071,ORD-ADV-0071,28501.07,2026-08-13,UTR-ADV-00715808,settled,589.84,106.17,294.92
SET-ADV-0072,ORD-ADV-0072,29702.3,2026-08-14,UTR-ADV-00723591,settled,614.7,110.65,307.35
SET-ADV-0073,ORD-ADV-0073,46699.35,2026-08-15,UTR-ADV-00731053,settled,966.46,173.96,483.23
SET-ADV-0074,ORD-ADV-0074,32670.12,2026-08-16,UTR-ADV-00745315,settled,676.12,121.7,338.06
SET-ADV-0075,ORD-ADV-0075,33119.49,2026-08-02,UTR-ADV-00753927,settled,685.42,123.38,342.71
SET-ADV-0076,ORD-ADV-0076,41979.5,2026-08-03,UTR-ADV-00762743,settled,0.0,0.0,0.0
SET-ADV-0077,ORD-ADV-0077,40908.25,2026-08-04,UTR-ADV-00779317,settled,0.0,0.0,0.0
SET-ADV-0078,ORD-ADV-0078,25503.25,2026-08-05,UTR-ADV-00783504,settled,0.0,0.0,0.0
SET-ADV-0079,ORD-ADV-0079,35755.5,2026-08-06,UTR-ADV-00799837,settled,0.0,0.0,0.0
SET-ADV-0080,ORD-ADV-0080,33019.5,2026-08-07,UTR-ADV-00806310,settled,0.0,0.0,0.0
SET-ADV-0081,ORD-ADV-0081,24788.5,2026-08-08,UTR-ADV-00812832,settled,0.0,0.0,0.0
SET-ADV-0082,ORD-ADV-0082,4795.25,2026-08-09,UTR-ADV-00824923,settled,0.0,0.0,0.0
SET-ADV-0083,ORD-ADV-0083,6614.25,2026-08-10,UTR-ADV-00832290,settled,0.0,0.0,0.0
SET-ADV-0084,ORD-ADV-0084,35910.25,2026-08-11,UTR-ADV-00842133,settled,0.0,0.0,0.0
SET-ADV-0085,ORD-ADV-0085,44238.25,2026-08-12,UTR-ADV-00853103,settled,0.0,0.0,0.0
SET-ADV-0086,ORD-ADV-0086,18340.0,2026-08-14,UTR-ADV-00863705,settled,30.0,0.0,0.0
SET-ADV-0087,ORD-ADV-0087,40723.0,2026-08-15,UTR-ADV-00879645,settled,30.0,0.0,0.0
SET-ADV-0088,ORD-ADV-0088,14850.0,2026-08-16,UTR-ADV-00887932,settled,30.0,0.0,0.0
SET-ADV-0089,ORD-ADV-0089,48806.0,2026-08-17,UTR-ADV-00899835,settled,30.0,0.0,0.0
SET-ADV-0090,ORD-ADV-0090,47693.0,2026-08-03,UTR-ADV-00904295,settled,30.0,0.0,0.0
SET-ADV-0091,ORD-ADV-0091,27118.0,2026-08-04,UTR-ADV-00916107,settled,30.0,0.0,0.0
SET-ADV-0092,ORD-ADV-0092,29681.0,2026-08-05,UTR-ADV-00927118,settled,30.0,0.0,0.0
