invoice_id,order_id,amount,invoice_date,customer_name,status
INV-ADV-0076,ORD-ADV-0076,41979.0,2026-08-02,Subscriber 76,paid
INV-ADV-0077,ORD-ADV-0077,40909.0,2026-08-03,Subscriber 77,paid
INV-ADV-0078,ORD-ADV-0078,25504.0,2026-08-04,Subscriber 78,paid
INV-ADV-0079,ORD-ADV-0079,35757.0,2026-08-05,Subscriber 79,paid
INV-ADV-0080,ORD-ADV-0080,33021.0,2026-08-06,Subscriber 80,paid
INV-ADV-0081,ORD-ADV-0081,24788.0,2026-08-07,Subscriber 81,paid
INV-ADV-0082,ORD-ADV-0082,4796.0,2026-08-08,Subscriber 82,paid
INV-ADV-0083,ORD-ADV-0083,6613.0,2026-08-09,Subscriber 83,paid
INV-ADV-0084,ORD-ADV-0084,35911.0,2026-08-10,Subscriber 84,paid
INV-ADV-0085,ORD-ADV-0085,44237.0,2026-08-11,Subscriber 85,paid
INV-ADV-0086,ORD-ADV-0086,18370.0,2026-08-12,VIP Merchant 86,paid
INV-ADV-0087,ORD-ADV-0087,40753.0,2026-08-13,VIP Merchant 87,paid
INV-ADV-0088,ORD-ADV-0088,14880.0,2026-08-14,VIP Merchant 88,paid
INV-ADV-0089,ORD-ADV-0089,48836.0,2026-08-15,VIP Merchant 89,paid
INV-ADV-0090,ORD-ADV-0090,47723.0,2026-08-01,VIP Merchant 90,paid
INV-ADV-0091,ORD-ADV-0091,27148.0,2026-08-02,VIP Merchant 91,paid
INV-ADV-0092,ORD-ADV-0092,29711.0,2026-08-03,VIP Merchant 92,paid
INV-ADV-0093,ORD-ADV-0093,30588.0,2026-08-04,Unsettled Buyer 93,paid
INV-ADV-0094,ORD-ADV-0094,17246.0,2026-08-05,Unsettled Buyer 94,paid
INV-ADV-0095,ORD-ADV-0095,5196.0,2026-08-06,Unsettled Buyer 95,paid
INV-ADV-0096,ORD-ADV-0096,2378.0,2026-08-07,Unsettled Buyer 96,paid
