bank_txn_id,txn_date,description,reference_number,amount,balance,status
BNK-ADV-0020,2026-08-07,NEFT CR - RAZORPAY - UTR-ADV-00207224,UTR-ADV-00207224,7338.0,1500000.0,credited
BNK-ADV-0021,2026-08-08,NEFT CR - RAZORPAY - UTR-ADV-00216881,UTR-ADV-00216881,23541.0,1500000.0,credited
BNK-ADV-0022,2026-08-09,NEFT CR - RAZORPAY - UTR-ADV-00225333,UTR-ADV-00225333,3847.0,1500000.0,credited
BNK-ADV-0023,2026-08-10,NEFT CR - RAZORPAY - UTR-ADV-00238527,UTR-ADV-00238527,36142.0,1500000.0,credited
BNK-ADV-0024,2026-08-11,NEFT CR - RAZORPAY - UTR-ADV-00243045,UTR-ADV-00243045,25807.0,1500000.0,credited
BNK-ADV-0025,2026-08-12,NEFT CR - RAZORPAY - UTR-ADV-00252291,UTR-ADV-00252291,37178.0,1500000.0,credited
BNK-ADV-0026,2026-08-13,NEFT CR - RAZORPAY - UTR-ADV-00265803,UTR-ADV-00265803,42198.0,1500000.0,credited
BNK-ADV-0027,2026-08-14,NEFT CR - RAZORPAY - UTR-ADV-00276925,UTR-ADV-00276925,38837.0,1500000.0,credited
BNK-ADV-0028,2026-08-15,NEFT CR - RAZORPAY - UTR-ADV-00284150,UTR-ADV-00284150,47174.0,1500000.0,credited
BNK-ADV-0029,2026-08-16,NEFT CR - RAZORPAY - UTR-ADV-00292139,UTR-ADV-00292139,4003.0,1500000.0,credited
BNK-ADV-0030,2026-08-02,NEFT CR - RAZORPAY - UTR-ADV-00304733,UTR-ADV-00304733,19965.0,1500000.0,credited
BNK-ADV-0031,2026-08-03,NEFT CR - RAZORPAY - UTR-ADV-00312307,UTR-ADV-00312307,16256.0,1500000.0,credited
BNK-ADV-0032,2026-08-04,NEFT CR - RAZORPAY - UTR-ADV-00322654,UTR-ADV-00322654,25911.0,1500000.0,credited
BNK-ADV-0033,2026-08-05,NEFT CR - RAZORPAY - UTR-ADV-00335554,UTR-ADV-00335554,30714.0,1500000.0,credited
BNK-ADV-0034,2026-08-06,NEFT CR - RAZORPAY - UTR-ADV-00346977,UTR-ADV-00346977,11659.0,1500000.0,credited
BNK-ADV-0035,2026-08-07,NEFT CR - RAZORPAY - UTR-ADV-00357065,UTR-ADV-00357065,24283.0,1500000.0,credited
BNK-ADV-0036,2026-08-08,NEFT CR - RAZORPAY - UTR-ADV-00364432,UTR-ADV-00364432,44920.0,1500000.0,credited
BNK-ADV-0037,2026-08-09,NEFT CR - RAZORPAY - UTR-ADV-00375374,UTR-ADV-00375374,46994.0,1500000.0,credited
BNK-ADV-0038,2026-08-10,NEFT CR - RAZORPAY - UTR-ADV-00382169,UTR-ADV-00382169,40920.0,1500000.0,credited
BNK-ADV-0039,2026-08-11,NEFT CR - RAZORPAY - UTR-ADV-00393803,UTR-ADV-00393803,36005.0,1500000.0,credited
BNK-ADV-0040,2026-08-12,NEFT CR - RAZORPAY - UTR-ADV-00405010,UTR-ADV-00405010,11708.0,1500000.0,credited
BNK-ADV-0041,2026-08-13,NEFT CR - RAZORPAY - UTR-ADV-00418573,UTR-ADV-00418573,25867.0,1500000.0,credited
BNK-ADV-0042,2026-08-14,NEFT CR - RAZORPAY - UTR-ADV-00425422,UTR-ADV-00425422,42943.0,1500000.0,credited
BNK-ADV-0043,2026-08-15,NEFT CR - RAZORPAY - UTR-ADV-00434598,UTR-ADV-00434598,45866.0,1500000.0,credited
BNK-ADV-0044,2026-08-16,NEFT CR - RAZORPAY - UTR-ADV-00446313,UTR-ADV-00446313,4665.0,1500000.0,credited
BNK-ADV-0045,2026-08-02,NEFT CR - RAZORPAY - UTR-ADV-00454752,UTR-ADV-00454752,3103.0,1500000.0,credited
BNK-ADV-0046,2026-08-03,NEFT CR - RAZORPAY - UTR-ADV-00466168,UTR-ADV-00466168,27290.0,1500000.0,credited
BNK-ADV-0047,2026-08-04,NEFT CR - RAZORPAY - UTR-ADV-00475386,UTR-ADV-00475386,5337.0,1500000.0,credited
BNK-ADV-0048,2026-08-05,NEFT CR - RAZORPAY - UTR-ADV-00484456,UTR-ADV-00484456,38170.0,1500000.0,credited
BNK-ADV-0049,2026-08-06,NEFT CR - RAZORPAY - UTR-ADV-00496155,UTR-ADV-00496155,14934.0,1500000.0,credited
BNK-ADV-0050,2026-08-07,NEFT CR - RAZORPAY - UTR-ADV-00509179,UTR-ADV-00509179,26928.0,1500000.0,credited
BNK-ADV-0051,2026-08-08,NEFT CR - RAZORPAY - UTR-ADV-00518517,UTR-ADV-00518517,10363.0,1500000.0,credited
BNK-ADV-0052,2026-08-09,NEFT CR - RAZORPAY - UTR-ADV-00525339,UTR-ADV-00525339,10150.0,1500000.0,credited
BNK-ADV-0053,2026-08-10,NEFT CR - RAZORPAY - UTR-ADV-00535040,UTR-ADV-00535040,49823.0,1500000.0,credited
BNK-ADV-0054,2026-08-11,NEFT CR - RAZORPAY - UTR-ADV-00549830,UTR-ADV-00549830,18219.0,1500000.0,credited
BNK-ADV-0055,2026-08-12,NEFT CR - RAZORPAY - UTR-ADV-00558019,UTR-ADV-00558019,39242.0,1500000.0,credited
BNK-ADV-0056,2026-08-13,NEFT CR - RAZORPAY - UTR-ADV-00567543,UTR-ADV-00567543,24723.0,1500000.0,credited
BNK-ADV-0057,2026-08-14,NEFT CR - RAZORPAY - UTR-ADV-00574593,UTR-ADV-00574593,10065.0,1500000.0,credited
BNK-ADV-0058,2026-08-15,NEFT CR - RAZORPAY - UTR-ADV-00589348,UTR-ADV-00589348,33343.0,1500000.0,credited
BNK-ADV-0059,2026-08-16,NEFT CR - RAZORPAY - UTR-ADV-00592489,UTR-ADV-00592489,4087.0,1500000.0,credited
BNK-ADV-0060,2026-08-02,NEFT CR - RAZORPAY - UTR-ADV-00602796,UTR-ADV-00602796,11016.0,1500000.0,credited
BNK-ADV-0061,2026-08-03,CMS CR - RAZORPAY - UTR-ADV-00613621,UTR-ADV-00613621,44063.97,1500000.0,credited
BNK-ADV-0062,2026-08-04,CMS CR - RAZORPAY - UTR-ADV-00627916,UTR-ADV-00627916,38739.11,1500000.0,credited
BNK-ADV-0063,2026-08-05,CMS CR - RAZORPAY - UTR-ADV-00632040,UTR-ADV-00632040,25335.14,1500000.0,credited
BNK-ADV-0064,2026-08-06,CMS CR - RAZORPAY - UTR-ADV-00647252,UTR-ADV-00647252,38706.25,1500000.0,credited
BNK-ADV-0065,2026-08-07,CMS CR - RAZORPAY - UTR-ADV-00658668,UTR-ADV-00658668,34477.29,1500000.0,credited
BNK-ADV-0066,2026-08-08,CMS CR - RAZORPAY - UTR-ADV-00665119,UTR-ADV-00665119,36004.2,1500000.0,credited
BNK-ADV-0067,2026-08-09,CMS CR - RAZORPAY - UTR-ADV-00671188,UTR-ADV-00671188,44051.41,1500000.0,credited
BNK-ADV-0068,2026-08-10,CMS CR - RAZORPAY - UTR-ADV-00682876,UTR-ADV-00682876,44141.29,1500000.0,credited
BNK-ADV-0069,2026-08-11,CMS CR - RAZORPAY - UTR-ADV-00699797,UTR-ADV-00699797,17864.87,1500000.0,credited
BNK-ADV-0070,2026-08-12,CMS CR - RAZORPAY - UTR-ADV-00706573,UTR-ADV-00706573,8030.78,1500000.0,credited
BNK-ADV-0071,2026-08-13,CMS CR - RAZORPAY - UTR-ADV-00715808,UTR-ADV-00715808,28501.07,1500000.0,credited
BNK-ADV-0072,2026-08-14,CMS CR - RAZORPAY - UTR-ADV-00723591,UTR-ADV-00723591,29702.3,1500000.0,credited
BNK-ADV-0073,2026-08-15,CMS CR - RAZORPAY - UTR-ADV-00731053,UTR-ADV-00731053,46699.35,1500000.0,credited
BNK-ADV-0074,2026-08-16,CMS CR - RAZORPAY - UTR-ADV-00745315,UTR-ADV-00745315,32670.12,1500000.0,credited
BNK-ADV-0075,2026-08-02,CMS CR - RAZORPAY - UTR-ADV-00753927,UTR-ADV-00753927,33119.49,1500000.0,credited
BNK-ADV-0076,2026-08-03,NEFT CR - RAZORPAY - UTR-ADV-00762743,UTR-ADV-00762743,41979.5,1500000.0,credited
BNK-ADV-0077,2026-08-04,NEFT CR - RAZORPAY - UTR-ADV-00779317,UTR-ADV-00779317,40908.25,1500000.0,credited
BNK-ADV-0078,2026-08-05,NEFT CR - RAZORPAY - UTR-ADV-00783504,UTR-ADV-00783504,25503.25,1500000.0,credited
BNK-ADV-0079,2026-08-06,NEFT CR - RAZORPAY - UTR-ADV-00799837,UTR-ADV-00799837,35755.5,1500000.0,credited
BNK-ADV-0080,2026-08-07,NEFT CR - RAZORPAY - UTR-ADV-00806310,UTR-ADV-00806310,33019.5,1500000.0,credited
BNK-ADV-0081,2026-08-08,NEFT CR - RAZORPAY - UTR-ADV-00812832,UTR-ADV-00812832,24788.5,1500000.0,credited
BNK-ADV-0082,2026-08-09,NEFT CR - RAZORPAY - UTR-ADV-00824923,UTR-ADV-00824923,4795.25,1500000.0,credited
BNK-ADV-0083,2026-08-10,NEFT CR - RAZORPAY - UTR-ADV-00832290,UTR-ADV-00832290,6614.25,1500000.0,credited
BNK-ADV-0084,2026-08-11,NEFT CR - RAZORPAY - UTR-ADV-00842133,UTR-ADV-00842133,35910.25,1500000.0,credited
BNK-ADV-0085,2026-08-12,NEFT CR - RAZORPAY - UTR-ADV-00853103,UTR-ADV-00853103,44238.25,1500000.0,credited
BNK-ADV-0086,2026-08-14,NEFT CR - RAZORPAY - UTR-ADV-00863705,UTR-ADV-00863705,18340.0,1500000.0,credited
BNK-ADV-0087,2026-08-15,NEFT CR - RAZORPAY - UTR-ADV-00879645,UTR-ADV-00879645,40723.0,1500000.0,credited
BNK-ADV-0088,2026-08-16,NEFT CR - RAZORPAY - UTR-ADV-00887932,UTR-ADV-00887932,14850.0,1500000.0,credited
BNK-ADV-0089,2026-08-17,NEFT CR - RAZORPAY - UTR-ADV-00899835,UTR-ADV-00899835,48806.0,1500000.0,credited
BNK-ADV-0090,2026-08-03,NEFT CR - RAZORPAY - UTR-ADV-00904295,UTR-ADV-00904295,47693.0,1500000.0,credited
BNK-ADV-0091,2026-08-04,NEFT CR - RAZORPAY - UTR-ADV-00916107,UTR-ADV-00916107,27118.0,1500000.0,credited
BNK-ADV-0092,2026-08-05,NEFT CR - RAZORPAY - UTR-ADV-00927118,UTR-ADV-00927118,29681.0,1500000.0,credited
BNK-ADV-0097,2026-08-08,DIRECT IMPS CR - UTR-ADV-00974770,UTR-ADV-00974770,39564.0,1500000.0,credited
BNK-ADV-0098,2026-08-09,DIRECT IMPS CR - UTR-ADV-00984608,UTR-ADV-00984608,1471.0,1500000.0,credited
BNK-ADV-0099,2026-08-10,DIRECT IMPS CR - UTR-ADV-00992163,UTR-ADV-00992163,47389.0,1500000.0,credited
BNK-ADV-0100,2026-08-11,DIRECT IMPS CR - UTR-ADV-01001964,UTR-ADV-01001964,16003.0,1500000.0,credited
