receipt_id,merchant_order_id,total_value,billing_date,account_name,payment_status
INV-SAAS-00063,ORD-SAAS-EX-00063,59470.00 INR,13-Aug-2026,Client_SAAS_63,paid
INV-SAAS-00064,ORD-SAAS-EX-00064,60405.00 INR,14-Aug-2026,Client_SAAS_64,paid
INV-SAAS-00065,ORD-SAAS-EX-00065,61340.00 INR,15-Aug-2026,Client_SAAS_65,paid
INV-SAAS-00066,ORD-SAAS-EX-00066,62275.00 INR,16-Aug-2026,Client_SAAS_66,paid
INV-SAAS-00067,ORD-SAAS-EX-00067,63210.00 INR,17-Aug-2026,Client_SAAS_67,paid
INV-SAAS-00068,ORD-SAAS-EX-00068,64145.00 INR,18-Aug-2026,Client_SAAS_68,paid
INV-SAAS-00069,ORD-SAAS-EX-00069,65080.00 INR,19-Aug-2026,Client_SAAS_69,paid
INV-SAAS-00070,ORD-SAAS-EX-00070,66015.00 INR,20-Aug-2026,Client_SAAS_70,paid
INV-SAAS-00071,ORD-SAAS-FEE-00071,10850.00 INR,01-Aug-2026,Client_SAAS_71,paid
INV-SAAS-00072,ORD-SAAS-FEE-00072,11785.00 INR,02-Aug-2026,Client_SAAS_72,paid
INV-SAAS-00073,ORD-SAAS-FEE-00073,12720.00 INR,03-Aug-2026,Client_SAAS_73,paid
INV-SAAS-00074,ORD-SAAS-FEE-00074,13655.00 INR,04-Aug-2026,Client_SAAS_74,paid
INV-SAAS-00075,ORD-SAAS-FEE-00075,14590.00 INR,05-Aug-2026,Client_SAAS_75,paid
INV-SAAS-00076,ORD-SAAS-FEE-00076,15525.00 INR,06-Aug-2026,Client_SAAS_76,paid
INV-SAAS-00077,ORD-SAAS-FEE-00077,16460.00 INR,07-Aug-2026,Client_SAAS_77,paid
INV-SAAS-00078,ORD-SAAS-FEE-00078,17395.00 INR,08-Aug-2026,Client_SAAS_78,paid
INV-SAAS-00079,ORD-SAAS-GST-00079,20200.00 INR,01-Aug-2026,Client_SAAS_79,paid
INV-SAAS-00080,ORD-SAAS-GST-00080,21135.00 INR,02-Aug-2026,Client_SAAS_80,paid
INV-SAAS-00081,ORD-SAAS-GST-00081,22070.00 INR,03-Aug-2026,Client_SAAS_81,paid
INV-SAAS-00082,ORD-SAAS-GST-00082,23005.00 INR,04-Aug-2026,Client_SAAS_82,paid
INV-SAAS-00083,ORD-SAAS-GST-00083,23940.00 INR,05-Aug-2026,Client_SAAS_83,paid
INV-SAAS-00084,ORD-SAAS-TDS-00084,29550.00 INR,01-Aug-2026,Client_SAAS_84,paid
INV-SAAS-00085,ORD-SAAS-TDS-00085,30485.00 INR,02-Aug-2026,Client_SAAS_85,paid
INV-SAAS-00086,ORD-SAAS-TDS-00086,31420.00 INR,03-Aug-2026,Client_SAAS_86,paid
INV-SAAS-00087,ORD-SAAS-AI-00087,38900.00 INR,01-Aug-2026,Client_SAAS_87,paid
INV-SAAS-00088,ORD-SAAS-AI-00088,39835.00 INR,02-Aug-2026,Client_SAAS_88,paid
INV-SAAS-00089,ORD-SAAS-AI-00089,40770.00 INR,03-Aug-2026,Client_SAAS_89,paid
INV-SAAS-00090,ORD-SAAS-AI-00090,41705.00 INR,04-Aug-2026,Client_SAAS_90,paid
INV-SAAS-00091,ORD-SAAS-AI-00091,42640.00 INR,05-Aug-2026,Client_SAAS_91,paid
INV-SAAS-00092,ORD-SAAS-AI-00092,43575.00 INR,06-Aug-2026,Client_SAAS_92,paid
INV-SAAS-00093,ORD-SAAS-EXC-00093,48250.00 INR,01-Aug-2026,Client_SAAS_93,pending_settlement
INV-SAAS-00094,ORD-SAAS-EXC-00094,49185.00 INR,02-Aug-2026,Client_SAAS_94,pending_settlement
INV-SAAS-00095,ORD-SAAS-EXC-00095,50120.00 INR,03-Aug-2026,Client_SAAS_95,pending_settlement
INV-SAAS-00096,ORD-SAAS-EXC-00096,51055.00 INR,04-Aug-2026,Client_SAAS_96,pending_settlement
INV-SAAS-00097,ORD-SAAS-EXC-00097,51990.00 INR,05-Aug-2026,Client_SAAS_97,pending_settlement
INV-SAAS-00098,ORD-SAAS-EXC-00098,52925.00 INR,06-Aug-2026,Client_SAAS_98,pending_settlement
INV-SAAS-00099,ORD-SAAS-EXC-00099,53860.00 INR,07-Aug-2026,Client_SAAS_99,pending_settlement
INV-SAAS-00100,ORD-SAAS-EXC-00100,54795.00 INR,08-Aug-2026,Client_SAAS_100,pending_settlement
