scenario_id,merchant_type,category,expected_resolution,expected_rule,order_id,invoice_id,settlement_id,bank_txn_id,reference_number,invoice_amount,settlement_amount,bank_amount,explanation,likely_reason,exception_category
SCENARIO-EDUC-00011,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00011,INV-EDUC-00011,SET-EDUC-00011,BNK-EDUC-00011,UTREDUC2026080000011,28150.00,28150.00,28150.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00012,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00012,INV-EDUC-00012,SET-EDUC-00012,BNK-EDUC-00012,UTREDUC2026080000012,30615.00,30615.00,30615.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00013,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00013,INV-EDUC-00013,SET-EDUC-00013,BNK-EDUC-00013,UTREDUC2026080000013,33080.00,33080.00,33080.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00014,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00014,INV-EDUC-00014,SET-EDUC-00014,BNK-EDUC-00014,UTREDUC2026080000014,35545.00,35545.00,35545.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00015,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00015,INV-EDUC-00015,SET-EDUC-00015,BNK-EDUC-00015,UTREDUC2026080000015,38010.00,38010.00,38010.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00016,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00016,INV-EDUC-00016,SET-EDUC-00016,BNK-EDUC-00016,UTREDUC2026080000016,40475.00,40475.00,40475.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00017,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00017,INV-EDUC-00017,SET-EDUC-00017,BNK-EDUC-00017,UTREDUC2026080000017,42940.00,42940.00,42940.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00018,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00018,INV-EDUC-00018,SET-EDUC-00018,BNK-EDUC-00018,UTREDUC2026080000018,45405.00,45405.00,45405.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00019,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00019,INV-EDUC-00019,SET-EDUC-00019,BNK-EDUC-00019,UTREDUC2026080000019,47870.00,47870.00,47870.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00020,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00020,INV-EDUC-00020,SET-EDUC-00020,BNK-EDUC-00020,UTREDUC2026080000020,50335.00,50335.00,50335.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00021,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00021,INV-EDUC-00021,SET-EDUC-00021,BNK-EDUC-00021,UTREDUC2026080000021,52800.00,52800.00,52800.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00022,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00022,INV-EDUC-00022,SET-EDUC-00022,BNK-EDUC-00022,UTREDUC2026080000022,55265.00,55265.00,55265.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00023,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00023,INV-EDUC-00023,SET-EDUC-00023,BNK-EDUC-00023,UTREDUC2026080000023,57730.00,57730.00,57730.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00024,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00024,INV-EDUC-00024,SET-EDUC-00024,BNK-EDUC-00024,UTREDUC2026080000024,60195.00,60195.00,60195.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00025,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00025,INV-EDUC-00025,SET-EDUC-00025,BNK-EDUC-00025,UTREDUC2026080000025,62660.00,62660.00,62660.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00026,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00026,INV-EDUC-00026,SET-EDUC-00026,BNK-EDUC-00026,UTREDUC2026080000026,65125.00,65125.00,65125.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00027,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00027,INV-EDUC-00027,SET-EDUC-00027,BNK-EDUC-00027,UTREDUC2026080000027,67590.00,67590.00,67590.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00028,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00028,INV-EDUC-00028,SET-EDUC-00028,BNK-EDUC-00028,UTREDUC2026080000028,70055.00,70055.00,70055.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00029,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00029,INV-EDUC-00029,SET-EDUC-00029,BNK-EDUC-00029,UTREDUC2026080000029,72520.00,72520.00,72520.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00030,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00030,INV-EDUC-00030,SET-EDUC-00030,BNK-EDUC-00030,UTREDUC2026080000030,74985.00,74985.00,74985.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00031,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00031,INV-EDUC-00031,SET-EDUC-00031,BNK-EDUC-00031,UTREDUC2026080000031,77450.00,77450.00,77450.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00032,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00032,INV-EDUC-00032,SET-EDUC-00032,BNK-EDUC-00032,UTREDUC2026080000032,79915.00,79915.00,79915.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00033,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00033,INV-EDUC-00033,SET-EDUC-00033,BNK-EDUC-00033,UTREDUC2026080000033,82380.00,82380.00,82380.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00034,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00034,INV-EDUC-00034,SET-EDUC-00034,BNK-EDUC-00034,UTREDUC2026080000034,84845.00,84845.00,84845.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00035,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00035,INV-EDUC-00035,SET-EDUC-00035,BNK-EDUC-00035,UTREDUC2026080000035,87310.00,87310.00,87310.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00036,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00036,INV-EDUC-00036,SET-EDUC-00036,BNK-EDUC-00036,UTREDUC2026080000036,89775.00,89775.00,89775.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00037,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00037,INV-EDUC-00037,SET-EDUC-00037,BNK-EDUC-00037,UTREDUC2026080000037,92240.00,92240.00,92240.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00038,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00038,INV-EDUC-00038,SET-EDUC-00038,BNK-EDUC-00038,UTREDUC2026080000038,94705.00,94705.00,94705.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00039,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00039,INV-EDUC-00039,SET-EDUC-00039,BNK-EDUC-00039,UTREDUC2026080000039,97170.00,97170.00,97170.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00040,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00040,INV-EDUC-00040,SET-EDUC-00040,BNK-EDUC-00040,UTREDUC2026080000040,99635.00,99635.00,99635.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00041,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00041,INV-EDUC-00041,SET-EDUC-00041,BNK-EDUC-00041,UTREDUC2026080000041,102100.00,102100.00,102100.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00042,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00042,INV-EDUC-00042,SET-EDUC-00042,BNK-EDUC-00042,UTREDUC2026080000042,104565.00,104565.00,104565.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00043,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00043,INV-EDUC-00043,SET-EDUC-00043,BNK-EDUC-00043,UTREDUC2026080000043,107030.00,107030.00,107030.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00044,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00044,INV-EDUC-00044,SET-EDUC-00044,BNK-EDUC-00044,UTREDUC2026080000044,109495.00,109495.00,109495.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00045,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00045,INV-EDUC-00045,SET-EDUC-00045,BNK-EDUC-00045,UTREDUC2026080000045,111960.00,111960.00,111960.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00046,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00046,INV-EDUC-00046,SET-EDUC-00046,BNK-EDUC-00046,UTREDUC2026080000046,114425.00,114425.00,114425.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00047,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00047,INV-EDUC-00047,SET-EDUC-00047,BNK-EDUC-00047,UTREDUC2026080000047,116890.00,116890.00,116890.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00048,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00048,INV-EDUC-00048,SET-EDUC-00048,BNK-EDUC-00048,UTREDUC2026080000048,119355.00,119355.00,119355.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00049,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00049,INV-EDUC-00049,SET-EDUC-00049,BNK-EDUC-00049,UTREDUC2026080000049,121820.00,121820.00,121820.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00050,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00050,INV-EDUC-00050,SET-EDUC-00050,BNK-EDUC-00050,UTREDUC2026080000050,124285.00,124285.00,124285.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00051,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00051,INV-EDUC-00051,SET-EDUC-00051,BNK-EDUC-00051,UTREDUC2026080000051,126750.00,126750.00,126750.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00052,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00052,INV-EDUC-00052,SET-EDUC-00052,BNK-EDUC-00052,UTREDUC2026080000052,129215.00,129215.00,129215.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00053,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00053,INV-EDUC-00053,SET-EDUC-00053,BNK-EDUC-00053,UTREDUC2026080000053,131680.00,131680.00,131680.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00054,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00054,INV-EDUC-00054,SET-EDUC-00054,BNK-EDUC-00054,UTREDUC2026080000054,134145.00,134145.00,134145.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00055,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00055,INV-EDUC-00055,SET-EDUC-00055,BNK-EDUC-00055,UTREDUC2026080000055,136610.00,136610.00,136610.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00056,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00056,INV-EDUC-00056,SET-EDUC-00056,BNK-EDUC-00056,UTREDUC2026080000056,139075.00,139075.00,139075.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00057,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00057,INV-EDUC-00057,SET-EDUC-00057,BNK-EDUC-00057,UTREDUC2026080000057,141540.00,141540.00,141540.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00058,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00058,INV-EDUC-00058,SET-EDUC-00058,BNK-EDUC-00058,UTREDUC2026080000058,144005.00,144005.00,144005.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00059,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00059,INV-EDUC-00059,SET-EDUC-00059,BNK-EDUC-00059,UTREDUC2026080000059,146470.00,146470.00,146470.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00060,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00060,INV-EDUC-00060,SET-EDUC-00060,BNK-EDUC-00060,UTREDUC2026080000060,148935.00,148935.00,148935.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00061,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00061,INV-EDUC-00061,SET-EDUC-00061,BNK-EDUC-00061,UTREDUC2026080000061,151400.00,151400.00,151400.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00062,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00062,INV-EDUC-00062,SET-EDUC-00062,BNK-EDUC-00062,UTREDUC2026080000062,153865.00,153865.00,153865.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00063,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00063,INV-EDUC-00063,SET-EDUC-00063,BNK-EDUC-00063,UTREDUC2026080000063,156330.00,156330.00,156330.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00064,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00064,INV-EDUC-00064,SET-EDUC-00064,BNK-EDUC-00064,UTREDUC2026080000064,158795.00,158795.00,158795.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00065,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00065,INV-EDUC-00065,SET-EDUC-00065,BNK-EDUC-00065,UTREDUC2026080000065,161260.00,161260.00,161260.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00066,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00066,INV-EDUC-00066,SET-EDUC-00066,BNK-EDUC-00066,UTREDUC2026080000066,163725.00,163725.00,163725.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00067,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00067,INV-EDUC-00067,SET-EDUC-00067,BNK-EDUC-00067,UTREDUC2026080000067,166190.00,166190.00,166190.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00068,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00068,INV-EDUC-00068,SET-EDUC-00068,BNK-EDUC-00068,UTREDUC2026080000068,168655.00,168655.00,168655.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00069,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00069,INV-EDUC-00069,SET-EDUC-00069,BNK-EDUC-00069,UTREDUC2026080000069,171120.00,171120.00,171120.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00070,education,exact_match,rule,exact_order_id,ORD-EDUC-EX-00070,INV-EDUC-00070,SET-EDUC-00070,BNK-EDUC-00070,UTREDUC2026080000070,173585.00,173585.00,173585.00,"Exact match across order ID, UTR, and amount for ZenithEd Global Learning Academy.",,
SCENARIO-EDUC-00071,education,fee_deduction,rule,fee_gst_tds_adjusted_amount,ORD-EDUC-FEE-00071,INV-EDUC-00071,SET-EDUC-00071,BNK-EDUC-00071,UTREDUC2026080000071,28150.00,27812.20,27812.20,MDR fee deduction of 1.2% matching schedule.,,
SCENARIO-EDUC-00072,education,fee_deduction,rule,fee_gst_tds_adjusted_amount,ORD-EDUC-FEE-00072,INV-EDUC-00072,SET-EDUC-00072,BNK-EDUC-00072,UTREDUC2026080000072,30615.00,30247.62,30247.62,MDR fee deduction of 1.2% matching schedule.,,
SCENARIO-EDUC-00073,education,fee_deduction,rule,fee_gst_tds_adjusted_amount,ORD-EDUC-FEE-00073,INV-EDUC-00073,SET-EDUC-00073,BNK-EDUC-00073,UTREDUC2026080000073,33080.00,32683.04,32683.04,MDR fee deduction of 1.2% matching schedule.,,
SCENARIO-EDUC-00074,education,fee_deduction,rule,fee_gst_tds_adjusted_amount,ORD-EDUC-FEE-00074,INV-EDUC-00074,SET-EDUC-00074,BNK-EDUC-00074,UTREDUC2026080000074,35545.00,35118.46,35118.46,MDR fee deduction of 1.2% matching schedule.,,
SCENARIO-EDUC-00075,education,fee_deduction,rule,fee_gst_tds_adjusted_amount,ORD-EDUC-FEE-00075,INV-EDUC-00075,SET-EDUC-00075,BNK-EDUC-00075,UTREDUC2026080000075,38010.00,37553.88,37553.88,MDR fee deduction of 1.2% matching schedule.,,
SCENARIO-EDUC-00076,education,fee_deduction,rule,fee_gst_tds_adjusted_amount,ORD-EDUC-FEE-00076,INV-EDUC-00076,SET-EDUC-00076,BNK-EDUC-00076,UTREDUC2026080000076,40475.00,39989.30,39989.30,MDR fee deduction of 1.2% matching schedule.,,
SCENARIO-EDUC-00077,education,fee_deduction,rule,fee_gst_tds_adjusted_amount,ORD-EDUC-FEE-00077,INV-EDUC-00077,SET-EDUC-00077,BNK-EDUC-00077,UTREDUC2026080000077,42940.00,42424.72,42424.72,MDR fee deduction of 1.2% matching schedule.,,
SCENARIO-EDUC-00078,education,fee_deduction,rule,fee_gst_tds_adjusted_amount,ORD-EDUC-FEE-00078,INV-EDUC-00078,SET-EDUC-00078,BNK-EDUC-00078,UTREDUC2026080000078,45405.00,44860.14,44860.14,MDR fee deduction of 1.2% matching schedule.,,
SCENARIO-EDUC-00079,education,gst_deduction,rule,fee_gst_tds_adjusted_amount,ORD-EDUC-GST-00079,INV-EDUC-00079,SET-EDUC-00079,BNK-EDUC-00079,UTREDUC2026080000079,52800.00,52052.35,52052.35,Combined Fee and 18.0% GST deduction.,,
SCENARIO-EDUC-00080,education,gst_deduction,rule,fee_gst_tds_adjusted_amount,ORD-EDUC-GST-00080,INV-EDUC-00080,SET-EDUC-00080,BNK-EDUC-00080,UTREDUC2026080000080,55265.00,54482.45,54482.45,Combined Fee and 18.0% GST deduction.,,
SCENARIO-EDUC-00081,education,gst_deduction,rule,fee_gst_tds_adjusted_amount,ORD-EDUC-GST-00081,INV-EDUC-00081,SET-EDUC-00081,BNK-EDUC-00081,UTREDUC2026080000081,57730.00,56912.54,56912.54,Combined Fee and 18.0% GST deduction.,,
SCENARIO-EDUC-00082,education,gst_deduction,rule,fee_gst_tds_adjusted_amount,ORD-EDUC-GST-00082,INV-EDUC-00082,SET-EDUC-00082,BNK-EDUC-00082,UTREDUC2026080000082,60195.00,59342.64,59342.64,Combined Fee and 18.0% GST deduction.,,
SCENARIO-EDUC-00083,education,gst_deduction,rule,fee_gst_tds_adjusted_amount,ORD-EDUC-GST-00083,INV-EDUC-00083,SET-EDUC-00083,BNK-EDUC-00083,UTREDUC2026080000083,62660.00,61772.73,61772.73,Combined Fee and 18.0% GST deduction.,,
SCENARIO-EDUC-00084,education,tds_deduction,rule,fee_gst_tds_adjusted_amount,ORD-EDUC-TDS-00084,INV-EDUC-00084,SET-EDUC-00084,BNK-EDUC-00084,UTREDUC2026080000084,77450.00,76353.31,76353.31,Full statutory deductions including Section 194 TDS (0.0%).,,
SCENARIO-EDUC-00085,education,tds_deduction,rule,fee_gst_tds_adjusted_amount,ORD-EDUC-TDS-00085,INV-EDUC-00085,SET-EDUC-00085,BNK-EDUC-00085,UTREDUC2026080000085,79915.00,78783.40,78783.40,Full statutory deductions including Section 194 TDS (0.0%).,,
SCENARIO-EDUC-00086,education,tds_deduction,rule,fee_gst_tds_adjusted_amount,ORD-EDUC-TDS-00086,INV-EDUC-00086,SET-EDUC-00086,BNK-EDUC-00086,UTREDUC2026080000086,82380.00,81213.50,81213.50,Full statutory deductions including Section 194 TDS (0.0%).,,
SCENARIO-EDUC-00087,education,ai_verified_custom_fee,ai,,ORD-EDUC-AI-00087,INV-EDUC-00087,SET-EDUC-00087,BNK-EDUC-00087,UTREDUC2026080000087,102100.00,102070.00,102070.00,Non-standard manual fee override of ₹30.00 verified by Finance Verification Engine.,processing_fee,
SCENARIO-EDUC-00088,education,ai_verified_custom_fee,ai,,ORD-EDUC-AI-00088,INV-EDUC-00088,SET-EDUC-00088,BNK-EDUC-00088,UTREDUC2026080000088,104565.00,104520.00,104520.00,Non-standard manual fee override of ₹45.00 verified by Finance Verification Engine.,processing_fee,
SCENARIO-EDUC-00089,education,ai_verified_custom_fee,ai,,ORD-EDUC-AI-00089,INV-EDUC-00089,SET-EDUC-00089,BNK-EDUC-00089,UTREDUC2026080000089,107030.00,106970.00,106970.00,Non-standard manual fee override of ₹60.00 verified by Finance Verification Engine.,processing_fee,
SCENARIO-EDUC-00090,education,ai_verified_custom_fee,ai,,ORD-EDUC-AI-00090,INV-EDUC-00090,SET-EDUC-00090,BNK-EDUC-00090,UTREDUC2026080000090,109495.00,109420.00,109420.00,Non-standard manual fee override of ₹75.00 verified by Finance Verification Engine.,processing_fee,
SCENARIO-EDUC-00091,education,ai_verified_custom_fee,ai,,ORD-EDUC-AI-00091,INV-EDUC-00091,SET-EDUC-00091,BNK-EDUC-00091,UTREDUC2026080000091,111960.00,111870.00,111870.00,Non-standard manual fee override of ₹90.00 verified by Finance Verification Engine.,processing_fee,
SCENARIO-EDUC-00092,education,ai_verified_custom_fee,ai,,ORD-EDUC-AI-00092,INV-EDUC-00092,SET-EDUC-00092,BNK-EDUC-00092,UTREDUC2026080000092,114425.00,114395.00,114395.00,Non-standard manual fee override of ₹30.00 verified by Finance Verification Engine.,processing_fee,
SCENARIO-EDUC-00093,education,settlement_delay,exception,,ORD-EDUC-EXC-00093,INV-EDUC-00093,SET-EDUC-00093,BNK-EDUC-00093,UTREDUC2026080000093,126750.00,126750.00,126750.00,Exception: Settlement delay beyond standard 2-day window.,,settlement_delay
SCENARIO-EDUC-00094,education,settlement_delay,exception,,ORD-EDUC-EXC-00094,INV-EDUC-00094,SET-EDUC-00094,BNK-EDUC-00094,UTREDUC2026080000094,129215.00,129215.00,129215.00,Exception: Settlement delay beyond standard 2-day window.,,settlement_delay
SCENARIO-EDUC-00095,education,refund,exception,,ORD-EDUC-EXC-00095,INV-EDUC-00095,SET-EDUC-00095,BNK-EDUC-00095,UTREDUC2026080000095,131680.00,-131680.00,-131680.00,Exception: Customer refund debit offset.,,refund_pending
SCENARIO-EDUC-00096,education,missing_credit,exception,,ORD-EDUC-EXC-00096,INV-EDUC-00096,SET-EDUC-00096,BNK-EDUC-00096,UTREDUC2026080000096,134145.00,134145.00,-100.00,Exception: Expected settlement not found in bank statement.,,missing_credit
