scenario_id,merchant_type,category,expected_resolution,expected_rule,order_id,invoice_id,settlement_id,bank_txn_id,reference_number,invoice_amount,settlement_amount,bank_amount,explanation,likely_reason,exception_category
SCENARIO-TRAV-00011,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00011,INV-TRAV-00011,SET-TRAV-00011,BNK-TRAV-00011,UTRTRAV2026080000011,14250.00,14250.00,14250.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00012,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00012,INV-TRAV-00012,SET-TRAV-00012,BNK-TRAV-00012,UTRTRAV2026080000012,15425.00,15425.00,15425.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00013,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00013,INV-TRAV-00013,SET-TRAV-00013,BNK-TRAV-00013,UTRTRAV2026080000013,16600.00,16600.00,16600.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00014,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00014,INV-TRAV-00014,SET-TRAV-00014,BNK-TRAV-00014,UTRTRAV2026080000014,17775.00,17775.00,17775.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00015,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00015,INV-TRAV-00015,SET-TRAV-00015,BNK-TRAV-00015,UTRTRAV2026080000015,18950.00,18950.00,18950.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00016,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00016,INV-TRAV-00016,SET-TRAV-00016,BNK-TRAV-00016,UTRTRAV2026080000016,20125.00,20125.00,20125.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00017,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00017,INV-TRAV-00017,SET-TRAV-00017,BNK-TRAV-00017,UTRTRAV2026080000017,21300.00,21300.00,21300.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00018,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00018,INV-TRAV-00018,SET-TRAV-00018,BNK-TRAV-00018,UTRTRAV2026080000018,22475.00,22475.00,22475.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00019,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00019,INV-TRAV-00019,SET-TRAV-00019,BNK-TRAV-00019,UTRTRAV2026080000019,23650.00,23650.00,23650.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00020,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00020,INV-TRAV-00020,SET-TRAV-00020,BNK-TRAV-00020,UTRTRAV2026080000020,24825.00,24825.00,24825.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00021,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00021,INV-TRAV-00021,SET-TRAV-00021,BNK-TRAV-00021,UTRTRAV2026080000021,26000.00,26000.00,26000.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00022,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00022,INV-TRAV-00022,SET-TRAV-00022,BNK-TRAV-00022,UTRTRAV2026080000022,27175.00,27175.00,27175.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00023,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00023,INV-TRAV-00023,SET-TRAV-00023,BNK-TRAV-00023,UTRTRAV2026080000023,28350.00,28350.00,28350.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00024,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00024,INV-TRAV-00024,SET-TRAV-00024,BNK-TRAV-00024,UTRTRAV2026080000024,29525.00,29525.00,29525.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00025,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00025,INV-TRAV-00025,SET-TRAV-00025,BNK-TRAV-00025,UTRTRAV2026080000025,30700.00,30700.00,30700.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00026,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00026,INV-TRAV-00026,SET-TRAV-00026,BNK-TRAV-00026,UTRTRAV2026080000026,31875.00,31875.00,31875.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00027,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00027,INV-TRAV-00027,SET-TRAV-00027,BNK-TRAV-00027,UTRTRAV2026080000027,33050.00,33050.00,33050.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00028,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00028,INV-TRAV-00028,SET-TRAV-00028,BNK-TRAV-00028,UTRTRAV2026080000028,34225.00,34225.00,34225.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00029,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00029,INV-TRAV-00029,SET-TRAV-00029,BNK-TRAV-00029,UTRTRAV2026080000029,35400.00,35400.00,35400.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00030,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00030,INV-TRAV-00030,SET-TRAV-00030,BNK-TRAV-00030,UTRTRAV2026080000030,36575.00,36575.00,36575.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00031,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00031,INV-TRAV-00031,SET-TRAV-00031,BNK-TRAV-00031,UTRTRAV2026080000031,37750.00,37750.00,37750.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00032,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00032,INV-TRAV-00032,SET-TRAV-00032,BNK-TRAV-00032,UTRTRAV2026080000032,38925.00,38925.00,38925.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00033,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00033,INV-TRAV-00033,SET-TRAV-00033,BNK-TRAV-00033,UTRTRAV2026080000033,40100.00,40100.00,40100.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00034,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00034,INV-TRAV-00034,SET-TRAV-00034,BNK-TRAV-00034,UTRTRAV2026080000034,41275.00,41275.00,41275.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00035,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00035,INV-TRAV-00035,SET-TRAV-00035,BNK-TRAV-00035,UTRTRAV2026080000035,42450.00,42450.00,42450.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00036,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00036,INV-TRAV-00036,SET-TRAV-00036,BNK-TRAV-00036,UTRTRAV2026080000036,43625.00,43625.00,43625.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00037,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00037,INV-TRAV-00037,SET-TRAV-00037,BNK-TRAV-00037,UTRTRAV2026080000037,44800.00,44800.00,44800.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00038,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00038,INV-TRAV-00038,SET-TRAV-00038,BNK-TRAV-00038,UTRTRAV2026080000038,45975.00,45975.00,45975.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00039,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00039,INV-TRAV-00039,SET-TRAV-00039,BNK-TRAV-00039,UTRTRAV2026080000039,47150.00,47150.00,47150.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00040,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00040,INV-TRAV-00040,SET-TRAV-00040,BNK-TRAV-00040,UTRTRAV2026080000040,48325.00,48325.00,48325.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00041,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00041,INV-TRAV-00041,SET-TRAV-00041,BNK-TRAV-00041,UTRTRAV2026080000041,49500.00,49500.00,49500.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00042,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00042,INV-TRAV-00042,SET-TRAV-00042,BNK-TRAV-00042,UTRTRAV2026080000042,50675.00,50675.00,50675.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00043,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00043,INV-TRAV-00043,SET-TRAV-00043,BNK-TRAV-00043,UTRTRAV2026080000043,51850.00,51850.00,51850.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00044,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00044,INV-TRAV-00044,SET-TRAV-00044,BNK-TRAV-00044,UTRTRAV2026080000044,53025.00,53025.00,53025.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00045,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00045,INV-TRAV-00045,SET-TRAV-00045,BNK-TRAV-00045,UTRTRAV2026080000045,54200.00,54200.00,54200.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00046,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00046,INV-TRAV-00046,SET-TRAV-00046,BNK-TRAV-00046,UTRTRAV2026080000046,55375.00,55375.00,55375.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00047,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00047,INV-TRAV-00047,SET-TRAV-00047,BNK-TRAV-00047,UTRTRAV2026080000047,56550.00,56550.00,56550.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00048,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00048,INV-TRAV-00048,SET-TRAV-00048,BNK-TRAV-00048,UTRTRAV2026080000048,57725.00,57725.00,57725.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00049,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00049,INV-TRAV-00049,SET-TRAV-00049,BNK-TRAV-00049,UTRTRAV2026080000049,58900.00,58900.00,58900.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00050,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00050,INV-TRAV-00050,SET-TRAV-00050,BNK-TRAV-00050,UTRTRAV2026080000050,60075.00,60075.00,60075.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00051,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00051,INV-TRAV-00051,SET-TRAV-00051,BNK-TRAV-00051,UTRTRAV2026080000051,61250.00,61250.00,61250.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00052,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00052,INV-TRAV-00052,SET-TRAV-00052,BNK-TRAV-00052,UTRTRAV2026080000052,62425.00,62425.00,62425.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00053,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00053,INV-TRAV-00053,SET-TRAV-00053,BNK-TRAV-00053,UTRTRAV2026080000053,63600.00,63600.00,63600.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00054,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00054,INV-TRAV-00054,SET-TRAV-00054,BNK-TRAV-00054,UTRTRAV2026080000054,64775.00,64775.00,64775.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00055,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00055,INV-TRAV-00055,SET-TRAV-00055,BNK-TRAV-00055,UTRTRAV2026080000055,65950.00,65950.00,65950.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00056,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00056,INV-TRAV-00056,SET-TRAV-00056,BNK-TRAV-00056,UTRTRAV2026080000056,67125.00,67125.00,67125.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00057,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00057,INV-TRAV-00057,SET-TRAV-00057,BNK-TRAV-00057,UTRTRAV2026080000057,68300.00,68300.00,68300.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00058,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00058,INV-TRAV-00058,SET-TRAV-00058,BNK-TRAV-00058,UTRTRAV2026080000058,69475.00,69475.00,69475.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00059,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00059,INV-TRAV-00059,SET-TRAV-00059,BNK-TRAV-00059,UTRTRAV2026080000059,70650.00,70650.00,70650.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00060,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00060,INV-TRAV-00060,SET-TRAV-00060,BNK-TRAV-00060,UTRTRAV2026080000060,71825.00,71825.00,71825.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00061,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00061,INV-TRAV-00061,SET-TRAV-00061,BNK-TRAV-00061,UTRTRAV2026080000061,73000.00,73000.00,73000.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00062,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00062,INV-TRAV-00062,SET-TRAV-00062,BNK-TRAV-00062,UTRTRAV2026080000062,74175.00,74175.00,74175.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00063,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00063,INV-TRAV-00063,SET-TRAV-00063,BNK-TRAV-00063,UTRTRAV2026080000063,75350.00,75350.00,75350.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00064,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00064,INV-TRAV-00064,SET-TRAV-00064,BNK-TRAV-00064,UTRTRAV2026080000064,76525.00,76525.00,76525.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00065,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00065,INV-TRAV-00065,SET-TRAV-00065,BNK-TRAV-00065,UTRTRAV2026080000065,77700.00,77700.00,77700.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00066,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00066,INV-TRAV-00066,SET-TRAV-00066,BNK-TRAV-00066,UTRTRAV2026080000066,78875.00,78875.00,78875.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00067,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00067,INV-TRAV-00067,SET-TRAV-00067,BNK-TRAV-00067,UTRTRAV2026080000067,80050.00,80050.00,80050.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00068,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00068,INV-TRAV-00068,SET-TRAV-00068,BNK-TRAV-00068,UTRTRAV2026080000068,81225.00,81225.00,81225.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00069,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00069,INV-TRAV-00069,SET-TRAV-00069,BNK-TRAV-00069,UTRTRAV2026080000069,82400.00,82400.00,82400.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00070,travel,exact_match,rule,exact_order_id,ORD-TRAV-EX-00070,INV-TRAV-00070,SET-TRAV-00070,BNK-TRAV-00070,UTRTRAV2026080000070,83575.00,83575.00,83575.00,"Exact match across order ID, UTR, and amount for AeroVoyage Flights & Hospitality.",,
SCENARIO-TRAV-00071,travel,fee_deduction,rule,fee_gst_tds_adjusted_amount,ORD-TRAV-FEE-00071,INV-TRAV-00071,SET-TRAV-00071,BNK-TRAV-00071,UTRTRAV2026080000071,14250.00,14000.62,14000.62,MDR fee deduction of 1.75% matching schedule.,,
SCENARIO-TRAV-00072,travel,fee_deduction,rule,fee_gst_tds_adjusted_amount,ORD-TRAV-FEE-00072,INV-TRAV-00072,SET-TRAV-00072,BNK-TRAV-00072,UTRTRAV2026080000072,15425.00,15155.06,15155.06,MDR fee deduction of 1.75% matching schedule.,,
SCENARIO-TRAV-00073,travel,fee_deduction,rule,fee_gst_tds_adjusted_amount,ORD-TRAV-FEE-00073,INV-TRAV-00073,SET-TRAV-00073,BNK-TRAV-00073,UTRTRAV2026080000073,16600.00,16309.50,16309.50,MDR fee deduction of 1.75% matching schedule.,,
SCENARIO-TRAV-00074,travel,fee_deduction,rule,fee_gst_tds_adjusted_amount,ORD-TRAV-FEE-00074,INV-TRAV-00074,SET-TRAV-00074,BNK-TRAV-00074,UTRTRAV2026080000074,17775.00,17463.94,17463.94,MDR fee deduction of 1.75% matching schedule.,,
SCENARIO-TRAV-00075,travel,fee_deduction,rule,fee_gst_tds_adjusted_amount,ORD-TRAV-FEE-00075,INV-TRAV-00075,SET-TRAV-00075,BNK-TRAV-00075,UTRTRAV2026080000075,18950.00,18618.37,18618.37,MDR fee deduction of 1.75% matching schedule.,,
SCENARIO-TRAV-00076,travel,fee_deduction,rule,fee_gst_tds_adjusted_amount,ORD-TRAV-FEE-00076,INV-TRAV-00076,SET-TRAV-00076,BNK-TRAV-00076,UTRTRAV2026080000076,20125.00,19772.81,19772.81,MDR fee deduction of 1.75% matching schedule.,,
SCENARIO-TRAV-00077,travel,fee_deduction,rule,fee_gst_tds_adjusted_amount,ORD-TRAV-FEE-00077,INV-TRAV-00077,SET-TRAV-00077,BNK-TRAV-00077,UTRTRAV2026080000077,21300.00,20927.25,20927.25,MDR fee deduction of 1.75% matching schedule.,,
SCENARIO-TRAV-00078,travel,fee_deduction,rule,fee_gst_tds_adjusted_amount,ORD-TRAV-FEE-00078,INV-TRAV-00078,SET-TRAV-00078,BNK-TRAV-00078,UTRTRAV2026080000078,22475.00,22081.69,22081.69,MDR fee deduction of 1.75% matching schedule.,,
SCENARIO-TRAV-00079,travel,gst_deduction,rule,fee_gst_tds_adjusted_amount,ORD-TRAV-GST-00079,INV-TRAV-00079,SET-TRAV-00079,BNK-TRAV-00079,UTRTRAV2026080000079,26000.00,25463.10,25463.10,Combined Fee and 18.0% GST deduction.,,
SCENARIO-TRAV-00080,travel,gst_deduction,rule,fee_gst_tds_adjusted_amount,ORD-TRAV-GST-00080,INV-TRAV-00080,SET-TRAV-00080,BNK-TRAV-00080,UTRTRAV2026080000080,27175.00,26613.84,26613.84,Combined Fee and 18.0% GST deduction.,,
SCENARIO-TRAV-00081,travel,gst_deduction,rule,fee_gst_tds_adjusted_amount,ORD-TRAV-GST-00081,INV-TRAV-00081,SET-TRAV-00081,BNK-TRAV-00081,UTRTRAV2026080000081,28350.00,27764.57,27764.57,Combined Fee and 18.0% GST deduction.,,
SCENARIO-TRAV-00082,travel,gst_deduction,rule,fee_gst_tds_adjusted_amount,ORD-TRAV-GST-00082,INV-TRAV-00082,SET-TRAV-00082,BNK-TRAV-00082,UTRTRAV2026080000082,29525.00,28915.31,28915.31,Combined Fee and 18.0% GST deduction.,,
SCENARIO-TRAV-00083,travel,gst_deduction,rule,fee_gst_tds_adjusted_amount,ORD-TRAV-GST-00083,INV-TRAV-00083,SET-TRAV-00083,BNK-TRAV-00083,UTRTRAV2026080000083,30700.00,30066.04,30066.04,Combined Fee and 18.0% GST deduction.,,
SCENARIO-TRAV-00084,travel,tds_deduction,rule,fee_gst_tds_adjusted_amount,ORD-TRAV-TDS-00084,INV-TRAV-00084,SET-TRAV-00084,BNK-TRAV-00084,UTRTRAV2026080000084,37750.00,36592.96,36592.96,Full statutory deductions including Section 194 TDS (1.0%).,,
SCENARIO-TRAV-00085,travel,tds_deduction,rule,fee_gst_tds_adjusted_amount,ORD-TRAV-TDS-00085,INV-TRAV-00085,SET-TRAV-00085,BNK-TRAV-00085,UTRTRAV2026080000085,38925.00,37731.95,37731.95,Full statutory deductions including Section 194 TDS (1.0%).,,
SCENARIO-TRAV-00086,travel,tds_deduction,rule,fee_gst_tds_adjusted_amount,ORD-TRAV-TDS-00086,INV-TRAV-00086,SET-TRAV-00086,BNK-TRAV-00086,UTRTRAV2026080000086,40100.00,38870.93,38870.93,Full statutory deductions including Section 194 TDS (1.0%).,,
SCENARIO-TRAV-00087,travel,ai_verified_custom_fee,ai,,ORD-TRAV-AI-00087,INV-TRAV-00087,SET-TRAV-00087,BNK-TRAV-00087,UTRTRAV2026080000087,49500.00,49470.00,49470.00,Non-standard manual fee override of ₹30.00 verified by Finance Verification Engine.,processing_fee,
SCENARIO-TRAV-00088,travel,ai_verified_custom_fee,ai,,ORD-TRAV-AI-00088,INV-TRAV-00088,SET-TRAV-00088,BNK-TRAV-00088,UTRTRAV2026080000088,50675.00,50630.00,50630.00,Non-standard manual fee override of ₹45.00 verified by Finance Verification Engine.,processing_fee,
SCENARIO-TRAV-00089,travel,ai_verified_custom_fee,ai,,ORD-TRAV-AI-00089,INV-TRAV-00089,SET-TRAV-00089,BNK-TRAV-00089,UTRTRAV2026080000089,51850.00,51790.00,51790.00,Non-standard manual fee override of ₹60.00 verified by Finance Verification Engine.,processing_fee,
SCENARIO-TRAV-00090,travel,ai_verified_custom_fee,ai,,ORD-TRAV-AI-00090,INV-TRAV-00090,SET-TRAV-00090,BNK-TRAV-00090,UTRTRAV2026080000090,53025.00,52950.00,52950.00,Non-standard manual fee override of ₹75.00 verified by Finance Verification Engine.,processing_fee,
SCENARIO-TRAV-00091,travel,ai_verified_custom_fee,ai,,ORD-TRAV-AI-00091,INV-TRAV-00091,SET-TRAV-00091,BNK-TRAV-00091,UTRTRAV2026080000091,54200.00,54110.00,54110.00,Non-standard manual fee override of ₹90.00 verified by Finance Verification Engine.,processing_fee,
SCENARIO-TRAV-00092,travel,ai_verified_custom_fee,ai,,ORD-TRAV-AI-00092,INV-TRAV-00092,SET-TRAV-00092,BNK-TRAV-00092,UTRTRAV2026080000092,55375.00,55345.00,55345.00,Non-standard manual fee override of ₹30.00 verified by Finance Verification Engine.,processing_fee,
SCENARIO-TRAV-00093,travel,refund,exception,,ORD-TRAV-EXC-00093,INV-TRAV-00093,SET-TRAV-00093,BNK-TRAV-00093,UTRTRAV2026080000093,61250.00,-61250.00,-61250.00,Exception: Customer refund debit offset.,,refund_pending
